id,route_name,start_id,finish_id,bus_stops
134,38D,8240DB004745,8220DB007370,"['8240DB004745', '8240DB004989', '8240DB001845', '8240DB007166', '8220DB001847', '8220DB001696', '8220DB001697', '8220DB001698', '8220DB001699', '8220DB001700', '8220DB001701', '8220DB001702', '8220DB001703', '8220DB001905', '8220DB001804', '8220DB001803', '8220DB000077', '8220DB000078', '8220DB000079', '8220DB000080', '8220DB000082', '8220DB000817', '8220DB000818', '8220DB000819', '8220DB000265', '8220DB006059', '8220DB000404', '8220DB000747', '8220DB000748', '8220DB000749', '8220DB000750', '8220DB000751', '8220DB000752', '8220DB000753', '8220DB007370']"
135,38D,8220DB007333,8240DB004744,"['8220DB007333', '8220DB000783', '8220DB000784', '8220DB000785', '8220DB000786', '8220DB000793', '8220DB000274', '8220DB000002', '8220DB000192', '8220DB000795', '8220DB000796', '8220DB000057', '8220DB000058', '8220DB000059', '8220DB000060', '8220DB001802', '8220DB001795', '8220DB001806', '8220DB001660', '8220DB001661', '8220DB001662', '8220DB001664', '8220DB001665', '8220DB001666', '8220DB001807', '8240DB007167', '8240DB001808', '8240DB004744']"
136,39,8220DB007333,8240DB007161,"['8220DB007333', '8220DB000783', '8220DB000784', '8220DB000785', '8220DB000786', '8220DB000793', '8220DB007586', '8220DB007587', '8220DB007588', '8220DB000328', '8220DB001443', '8220DB001444', '8220DB001445', '8220DB001647', '8220DB001648', '8220DB001649', '8220DB001911', '8220DB001913', '8220DB001914', '8220DB001805', '8220DB001806', '8220DB001660', '8220DB001661', '8220DB001662', '8220DB001664', '8220DB001665', '8220DB001666', '8220DB001807', '8240DB007167', '8240DB001808', '8240DB001813', '8240DB001814', '8240DB001852', '8240DB001853', '8240DB001854', '8240DB001844', '8240DB006172', '8240DB004493', '8240DB004362', '8240DB007025', '8240DB004464', '8240DB001869', '8240DB001870', '8240DB001871', '8240DB001872', '8240DB001873', '8240DB001874', '8240DB001875', '8240DB001876', '8240DB001877', '8240DB001878', '8240DB001879', '8240DB001899', '8240DB001887', '8240DB001888', '8240DB001889', '8240DB001890', '8240DB007240', '8240DB001891', '8240DB007156', '8240DB007020', '8240DB007029', '8240DB007038', '8240DB007011', '8240DB002171', '8240DB007160', '8240DB007700', '8240DB007047', '8240DB007161']"
137,39,8240DB007158,8220DB000753,"['8240DB007158', '8240DB007048', '8240DB007699', '8240DB007159', '8240DB007388', '8240DB007017', '8240DB007018', '8240DB007030', '8240DB007021', '8240DB007163', '8240DB001893', '8240DB001894', '8240DB001912', '8240DB001895', '8240DB001896', '8240DB001897', '8240DB006088', '8240DB001898', '8240DB001858', '8240DB001859', '8240DB001860', '8240DB004492', '8240DB001861', '8240DB001862', '8240DB001863', '8240DB001864', '8240DB001865', '8240DB001866', '8240DB001850', '8240DB001867', '8240DB004489', '8240DB004747', '8240DB001882', '8240DB007379', '8240DB004903', '8240DB001883', '8240DB001884', '8240DB001902', '8240DB001903', '8240DB001904', '8240DB001840', '8240DB001841', '8240DB001842', '8240DB007374', '8240DB001845', '8240DB007166', '8220DB001847', '8220DB001696', '8220DB001697', '8220DB001698', '8220DB001699', '8220DB001700', '8220DB001701', '8220DB001702', '8220DB001703', '8220DB001905', '8220DB001906', '8220DB001907', '8220DB001908', '8220DB001909', '8220DB001713', '8220DB001714', '8220DB001715', '8220DB007453', '8220DB001478', '8220DB001479', '8220DB000315', '8220DB000335', '8220DB000404', '8220DB000747', '8220DB000748', '8220DB000749', '8220DB000750', '8220DB000751', '8220DB000752', '8220DB000753']"
138,39A,8250DB000767,8240DB007161,"['8250DB000767', '8250DB000768', '8220DB000769', '8220DB000770', '8220DB000771', '8220DB000772', '8220DB000773', '8220DB000774', '8220DB000775', '8220DB000776', '8220DB000777', '8220DB000779', '8220DB000780', '8220DB000781', '8220DB000782', '8220DB000783', '8220DB000784', '8220DB000785', '8220DB000786', '8220DB000793', '8220DB007586', '8220DB007587', '8220DB007588', '8220DB000328', '8220DB001443', '8220DB001444', '8220DB001445', '8220DB001647', '8220DB001648', '8220DB001649', '8220DB001911', '8220DB001913', '8220DB001914', '8220DB001805', '8220DB001806', '8220DB001660', '8220DB001661', '8220DB001662', '8220DB001664', '8220DB001665', '8220DB001666', '8220DB001807', '8240DB007167', '8240DB001808', '8240DB007389', '8240DB007025', '8240DB004464', '8240DB001869', '8240DB001870', '8240DB001871', '8240DB001872', '8240DB001873', '8240DB001874', '8240DB001875', '8240DB001876', '8240DB001877', '8240DB001878', '8240DB001879', '8240DB001899', '8240DB006107', '8240DB006108', '8240DB006109', '8240DB006110', '8240DB007020', '8240DB007029', '8240DB007038', '8240DB007011', '8240DB002171', '8240DB007160', '8240DB007700', '8240DB007047', '8240DB007161']"
139,39A,8240DB007158,8220DB000763,"['8240DB007158', '8240DB007048', '8240DB007699', '8240DB007159', '8240DB007388', '8240DB007017', '8240DB007018', '8240DB007030', '8240DB007021', '8240DB006111', '8240DB006112', '8240DB006113', '8240DB001898', '8240DB001858', '8240DB001859', '8240DB001860', '8240DB004492', '8240DB001861', '8240DB001862', '8240DB001863', '8240DB001864', '8240DB001865', '8240DB001866', '8240DB001850', '8240DB001867', '8240DB004489', '8240DB004747', '8240DB001845', '8240DB007166', '8220DB001847', '8220DB001696', '8220DB001697', '8220DB001698', '8220DB001699', '8220DB001700', '8220DB001701', '8220DB001702', '8220DB001703', '8220DB001905', '8220DB001906', '8220DB001907', '8220DB001908', '8220DB001909', '8220DB001713', '8220DB001714', '8220DB001715', '8220DB007453', '8220DB001478', '8220DB001479', '8220DB000315', '8220DB000335', '8220DB000404', '8220DB000747', '8220DB000748', '8220DB000749', '8220DB000750', '8220DB000751', '8220DB000752', '8220DB000753', '8220DB000754', '8220DB000755', '8220DB000756', '8220DB000757', '8220DB000758', '8220DB000759', '8220DB000760', '8220DB000761', '8220DB000762', '8220DB000763']"
140,39X,8220DB007333,8240DB007161,"['8220DB007333', '8220DB000783', '8220DB000785', '8220DB000786', '8220DB000793', '8220DB007586', '8220DB007587', '8220DB000328', '8220DB001443', '8220DB001647', '8220DB001649', '8220DB001911', '8220DB001805', '8220DB001662', '8220DB001666', '8240DB001808', '8240DB007475', '8240DB006107', '8240DB006109', '8240DB006110', '8240DB007029', '8240DB007038', '8240DB007011', '8240DB007160', '8240DB007700', '8240DB007047', '8240DB007161']"
141,39X,8240DB007158,8220DB000752,"['8240DB007158', '8240DB007048', '8240DB007699', '8240DB007159', '8240DB007017', '8240DB007018', '8240DB007030', '8240DB006111', '8240DB006112', '8240DB006113', '8240DB004323', '8240DB001845', '8220DB001696', '8220DB001700', '8220DB001906', '8220DB001909', '8220DB001713', '8220DB001715', '8220DB001478', '8220DB000315', '8220DB004495', '8220DB002809', '8220DB002810', '8220DB000749', '8220DB000751', '8220DB000752']"
142,4,8250DB007330,8240DB000323,"['8250DB007330', '8250DB002051', '8250DB006086', '8250DB003161', '8250DB003162', '8250DB003163', '8250DB003164', '8250DB003084', '8250DB000469', '8250DB000470', '8250DB000471', '8250DB000472', '8250DB000473', '8250DB004705', '8250DB000475', '8220DB000476', '8220DB000477', '8220DB000478', '8220DB000479', '8220DB000480', '8220DB000481', '8220DB000482', '8220DB000483', '8220DB000485', '8220DB000487', '8220DB000488', '8220DB000489', '8220DB000490', '8220DB000491', '8220DB000492', '8220DB000493', '8220DB000494', '8220DB000495', '8220DB000400', '8220DB000281', '8220DB000006', '8220DB000194', '8220DB000195', '8220DB000196', '8220DB000197', '8220DB000198', '8220DB000199', '8220DB000200', '8220DB000201', '8220DB000148', '8220DB000149', '8220DB000150', '8220DB000027', '8220DB000028', '8220DB000029', '8220DB004680', '8220DB000090', '8220DB000091', '8220DB000092', '8220DB000093', '8220DB000094', '8220DB000126', '8220DB006182', '8220DB000322', '8240DB000323']"
143,4,8240DB000324,8250DB002026,"['8240DB000324', '8240DB000327', '8220DB007113', '8220DB000127', '8220DB000112', '8220DB000113', '8220DB000114', '8220DB000115', '8220DB000037', '8220DB000038', '8220DB000039', '8220DB000040', '8220DB000146', '8220DB000147', '8220DB000184', '8220DB000185', '8220DB000186', '8220DB000187', '8220DB000188', '8220DB000189', '8220DB000190', '8220DB000191', '8220DB000819', '8220DB004725', '8220DB000273', '8220DB000405', '8220DB000408', '8220DB000409', '8220DB000410', '8220DB000411', '8220DB000412', '8220DB000413', '8220DB000414', '8220DB000415', '8220DB000416', '8220DB000417', '8220DB000418', '8220DB000419', '8220DB000420', '8220DB000421', '8220DB000422', '8220DB000423', '8220DB000424', '8250DB000425', '8250DB000426', '8250DB000427', '8250DB000428', '8250DB000429', '8250DB006334', '8250DB007660', '8250DB003114', '8250DB003115', '8250DB003116', '8250DB006085', '8250DB002026']"
144,40,8230DB004795,8220DB001280,"['8230DB004795', '8230DB004688', '8230DB004689', '8230DB004410', '8230DB002678', '8230DB002679', '8230DB002680', '8230DB002676', '8230DB002118', '8230DB002119', '8230DB002120', '8230DB002121', '8230DB002123', '8230DB002685', '8230DB002686', '8230DB007510', '8230DB004799', '8230DB002205', '8230DB002687', '8220DB002688', '8220DB002689', '8220DB002696', '8220DB002697', '8220DB002713', '8220DB002714', '8220DB002715', '8220DB002716', '8220DB002718', '8220DB002719', '8220DB001989', '8220DB001990', '8220DB001992', '8220DB001993', '8220DB001994', '8220DB001995', '8220DB001996', '8220DB001997', '8220DB001998', '8220DB001999', '8220DB002001', '8220DB002002', '8220DB001358', '8220DB000319', '8220DB000279', '8220DB000007', '8220DB000011', '8220DB000014', '8220DB000015', '8220DB000834', '8220DB000835', '8220DB000836', '8220DB000837', '8220DB001506', '8220DB001507', '8220DB001508', '8220DB001509', '8220DB001510', '8220DB001511', '8220DB001592', '8220DB001593', '8220DB001594', '8220DB001596', '8220DB004363', '8220DB001598', '8220DB001597', '8220DB001599', '8220DB001573', '8220DB001574', '8220DB001575', '8220DB004583', '8220DB001518', '8220DB001519', '8220DB001520', '8220DB007661', '8220DB001521', '8220DB004546', '8220DB001559', '8220DB000987', '8220DB004937', '8220DB001547', '8220DB001548', '8220DB001280']"
145,40,8240DB007132,8230DB004411,"['8240DB007132', '8220DB001558', '8220DB002957', '8220DB002958', '8220DB004938', '8220DB007845', '8220DB001549', '8220DB001523', '8220DB001524', '8220DB001525', '8220DB001526', '8220DB006080', '8220DB001585', '8220DB001586', '8220DB001587', '8220DB004539', '8220DB001606', '8220DB001607', '8220DB001608', '8220DB001609', '8220DB001610', '8220DB007471', '8220DB001533', '8220DB001534', '8220DB001535', '8220DB001536', '8220DB001537', '8220DB000186', '8220DB000838', '8220DB000839', '8220DB000840', '8220DB000841', '8220DB000049', '8220DB000051', '8220DB000052', '8220DB000261', '8220DB000270', '8220DB000335', '8220DB004521', '8220DB001935', '8220DB001937', '8220DB001938', '8220DB001939', '8220DB001940', '8220DB001941', '8220DB001942', '8220DB001943', '8220DB001944', '8220DB001945', '8220DB001946', '8220DB001947', '8220DB002642', '8220DB002643', '8220DB002644', '8220DB002709', '8220DB002710', '8220DB002711', '8220DB002712', '8220DB002655', '8220DB002656', '8220DB002668', '8220DB002672', '8230DB002673', '8230DB002206', '8230DB004798', '8230DB002674', '8230DB002675', '8230DB002124', '8230DB002125', '8230DB002126', '8230DB002127', '8230DB002128', '8230DB002129', '8230DB004797', '8230DB007473', '8230DB002681', '8230DB004691', '8230DB002682', '8230DB004796', '8230DB004690', '8230DB004411']"
146,40B,8240DB004316,8220DB004725,"['8240DB004316', '8240DB004317', '8240DB007013', '8240DB006162', '8240DB007022', '8240DB001554', '8240DB001555', '8240DB001556', '8240DB001557', '8240DB001181', '8240DB007350', '8220DB001558', '8220DB001549', '8220DB001523', '8220DB001524', '8220DB001525', '8220DB001526', '8220DB006080', '8220DB000983', '8220DB000984', '8220DB000985', '8220DB001529', '8220DB004542', '8220DB001531', '8220DB001532', '8220DB001533', '8220DB001534', '8220DB001535', '8220DB001536', '8220DB001537', '8220DB000186', '8220DB000838', '8220DB000839', '8220DB000840', '8220DB000841', '8220DB000049', '8220DB000051', '8220DB000052', '8220DB004725']"
147,40B,8220DB006004,8240DB004315,"['8220DB006004', '8220DB000007', '8220DB000011', '8220DB000014', '8220DB000015', '8220DB000834', '8220DB000835', '8220DB000836', '8220DB000837', '8220DB001506', '8220DB001507', '8220DB001508', '8220DB001509', '8220DB001510', '8220DB001511', '8220DB001512', '8220DB001538', '8220DB004548', '8220DB000980', '8220DB000981', '8220DB001518', '8220DB001519', '8220DB001520', '8220DB007661', '8220DB001521', '8220DB004546', '8220DB001559', '8220DB001560', '8220DB001280', '8240DB006348', '8240DB001182', '8240DB001550', '8240DB001551', '8240DB001552', '8240DB001553', '8240DB007023', '8240DB007014', '8240DB004315']"
148,40D,8220DB006004,8240DB001546,"['8220DB006004', '8220DB000007', '8220DB000011', '8220DB000014', '8220DB000015', '8220DB000834', '8220DB000835', '8220DB000836', '8220DB000837', '8220DB001506', '8220DB001507', '8220DB001508', '8220DB001509', '8220DB001510', '8220DB001511', '8220DB001512', '8220DB001538', '8220DB004548', '8220DB001514', '8220DB000980', '8220DB000981', '8220DB001576', '8220DB001577', '8220DB001578', '8220DB004364', '8240DB001579', '8240DB001580', '8240DB007237', '8240DB007241', '8240DB007247', '8240DB007243', '8240DB007126', '8240DB007124', '8240DB007343', '8240DB007318', '8240DB004978', '8240DB004979', '8240DB004986', '8240DB007107', '8240DB007102', '8240DB007103', '8240DB007104', '8240DB007105', '8240DB007106', '8240DB006005', '8240DB001546']"
149,40D,8220DB006004,8240DB001546,"['8220DB006004', '8220DB000007', '8220DB000011', '8220DB000014', '8220DB000015', '8220DB000834', '8220DB000835', '8220DB000836', '8220DB000837', '8220DB001506', '8220DB001507', '8220DB001508', '8220DB001509', '8220DB001510', '8220DB001511', '8220DB001512', '8220DB001538', '8220DB004548', '8220DB001514', '8220DB000980', '8220DB000981', '8220DB001576', '8220DB001577', '8220DB001578', '8220DB004364', '8240DB001579', '8240DB001580', '8240DB007237', '8240DB007241', '8240DB007247', '8240DB007243', '8240DB007126', '8240DB007124', '8240DB007343', '8240DB004978', '8240DB004979', '8240DB004986', '8240DB007107', '8240DB007102', '8240DB007103', '8240DB007104', '8240DB007105', '8240DB007106', '8240DB006005', '8240DB001546']"
150,40E,8220DB007672,8240DB006005,"['8220DB007672', '8220DB000826', '8220DB000827', '8220DB000071', '8220DB000072', '8220DB005144', '8220DB007702', '8220DB007009', '8220DB001604', '8220DB001573', '8220DB001574', '8220DB001575', '8220DB004583', '8220DB001576', '8220DB001577', '8220DB001578', '8220DB004364', '8240DB001579', '8240DB007673', '8240DB007675', '8240DB007676', '8240DB007677', '8240DB007559', '8240DB007866', '8240DB007107', '8240DB007102', '8240DB007103', '8240DB007104', '8240DB007105', '8240DB007106', '8240DB006005']"
151,40E,8240DB007073,8220DB000069,"['8240DB007073', '8240DB007097', '8240DB007098', '8240DB007099', '8240DB007100', '8240DB007101', '8240DB007505', '8240DB007678', '8240DB007560', '8240DB007679', '8240DB007680', '8240DB007681', '8240DB007683', '8240DB001582', '8220DB004793', '8220DB006068', '8220DB001584', '8220DB001585', '8220DB001586', '8220DB001600', '8220DB007701', '8220DB007010', '8220DB007703', '8220DB005147', '8220DB000068', '8220DB000030', '8220DB000069']"
152,41,8240DB004843,8220DB000277,"['8240DB004843', '8240DB004905', '8240DB004906', '8240DB004907', '8240DB004908', '8240DB004909', '8240DB003884', '8240DB003686', '8240DB005077', '8240DB005078', '8240DB003689', '8240DB003690', '8240DB006117', '8240DB005079', '8240DB003694', '8240DB003695', '8240DB003696', '8240DB003697', '8240DB003698', '8240DB003699', '8240DB003885', '8240DB003663', '8240DB007347', '8240DB003669', '8240DB007349', '8240DB001631', '8240DB001632', '8240DB005053', '8240DB001633', '8240DB001634', '8240DB001635', '8240DB001636', '8240DB001637', '8240DB001638', '8240DB001639', '8240DB001640', '8240DB000231', '8220DB001641', '8220DB001642', '8220DB000213', '8220DB000214', '8220DB004432', '8220DB000119', '8220DB000044', '8220DB007603', '8220DB000045', '8220DB000046', '8220DB000047', '8220DB000048', '8220DB000049', '8220DB000051', '8220DB000052', '8220DB000277']"
153,41,8220DB000288,8240DB004915,"['8220DB000288', '8220DB001171', '8220DB001172', '8220DB001173', '8220DB001174', '8220DB001175', '8220DB000015', '8220DB000017', '8220DB000018', '8220DB000019', '8220DB000021', '8220DB007602', '8220DB000085', '8220DB000203', '8220DB000204', '8220DB000205', '8220DB001620', '8220DB000220', '8240DB001622', '8240DB001623', '8240DB001624', '8240DB001625', '8240DB001626', '8240DB001627', '8240DB001628', '8240DB001629', '8240DB001630', '8240DB007348', '8240DB003669', '8240DB003671', '8240DB003672', '8240DB003674', '8240DB003675', '8240DB003676', '8240DB005073', '8240DB005074', '8240DB006054', '8240DB004330', '8240DB003679', '8240DB005075', '8240DB005076', '8240DB003682', '8240DB003864', '8240DB003865', '8240DB004910', '8240DB004911', '8240DB004912', '8240DB004913', '8240DB004914', '8240DB004915']"
154,41B,8220DB000288,8240DB007136,"['8220DB000288', '8220DB001171', '8220DB001172', '8220DB001173', '8220DB001174', '8220DB001175', '8220DB000015', '8220DB000017', '8220DB000018', '8220DB000019', '8220DB000021', '8220DB007602', '8220DB000085', '8220DB000203', '8220DB000204', '8220DB000205', '8220DB001620', '8220DB000220', '8240DB001622', '8240DB001623', '8240DB001624', '8240DB001625', '8240DB001626', '8240DB001627', '8240DB001628', '8240DB001629', '8240DB001630', '8240DB003670', '8240DB003671', '8240DB003672', '8240DB003674', '8240DB003675', '8240DB005030', '8240DB005031', '8240DB006033', '8240DB003089', '8240DB003090', '8240DB003706', '8240DB003707', '8240DB003708', '8240DB003709', '8240DB003710', '8240DB004925', '8240DB004926', '8240DB003678', '8240DB003679', '8240DB005075', '8240DB005076', '8240DB003682', '8240DB003864', '8240DB003865', '8240DB007133', '8240DB007134', '8240DB003867', '8240DB007135', '8240DB007136']"
155,41B,8220DB000288,8240DB007136,"['8220DB000288', '8220DB001171', '8220DB001172', '8220DB001173', '8220DB001174', '8220DB001175', '8220DB000015', '8220DB000017', '8220DB000018', '8220DB000019', '8220DB000021', '8220DB007602', '8220DB000085', '8220DB000203', '8220DB000204', '8220DB000205', '8220DB001620', '8220DB000220', '8240DB001622', '8240DB001623', '8240DB001624', '8240DB001625', '8240DB001626', '8240DB001627', '8240DB001628', '8240DB001629', '8240DB001630', '8240DB003670', '8240DB003671', '8240DB003672', '8240DB003674', '8240DB003675', '8240DB003676', '8240DB005073', '8240DB005074', '8240DB006054', '8240DB004330', '8240DB003679', '8240DB005075', '8240DB005076', '8240DB003682', '8240DB003864', '8240DB003865', '8240DB007133', '8240DB007134', '8240DB003867', '8240DB007135', '8240DB007136']"
156,41C,8220DB000288,8240DB004915,"['8220DB000288', '8220DB001171', '8220DB001172', '8220DB001173', '8220DB001174', '8220DB001175', '8220DB000015', '8220DB000017', '8220DB000018', '8220DB000019', '8220DB000021', '8220DB007602', '8220DB000085', '8220DB000203', '8220DB000204', '8220DB000205', '8220DB001620', '8220DB000220', '8240DB001622', '8240DB001623', '8240DB001624', '8240DB001625', '8240DB001626', '8240DB001627', '8240DB001628', '8240DB001629', '8240DB001630', '8240DB003670', '8240DB003671', '8240DB003672', '8240DB003674', '8240DB003675', '8240DB005030', '8240DB005031', '8240DB006033', '8240DB003089', '8240DB003090', '8240DB003706', '8240DB003707', '8240DB003708', '8240DB003709', '8240DB003710', '8240DB004925', '8240DB004926', '8240DB003678', '8240DB003679', '8240DB003711', '8240DB003712', '8240DB004916', '8240DB004917', '8240DB004918', '8240DB004919', '8240DB004920', '8240DB004910', '8240DB004911', '8240DB004912', '8240DB004913', '8240DB004914', '8240DB004915']"
157,41C,8240DB004843,8220DB000277,"['8240DB004843', '8240DB004905', '8240DB004906', '8240DB004907', '8240DB004908', '8240DB004909', '8240DB004921', '8240DB004922', '8240DB004923', '8240DB004924', '8240DB004958', '8240DB003752', '8240DB003751', '8240DB003689', '8240DB003691', '8240DB003572', '8240DB003701', '8240DB003702', '8240DB003088', '8240DB003704', '8240DB003705', '8240DB000733', '8240DB006015', '8240DB005029', '8240DB005028', '8240DB003696', '8240DB003697', '8240DB003698', '8240DB003699', '8240DB003885', '8240DB001631', '8240DB001632', '8240DB005053', '8240DB001633', '8240DB001634', '8240DB001635', '8240DB001636', '8240DB001637', '8240DB001638', '8240DB001639', '8240DB001640', '8240DB000231', '8220DB001641', '8220DB001642', '8220DB000213', '8220DB000214', '8220DB004432', '8220DB000119', '8220DB000044', '8220DB007603', '8220DB000045', '8220DB000046', '8220DB000047', '8220DB000048', '8220DB000049', '8220DB000051', '8220DB000052', '8220DB000277']"
158,41D,8220DB000288,8240DB005074,"['8220DB000288', '8220DB001171', '8220DB001172', '8220DB001173', '8220DB001174', '8220DB001175', '8220DB000015', '8220DB000017', '8220DB000018', '8220DB000019', '8220DB000021', '8220DB007602', '8220DB000085', '8220DB000203', '8220DB000204', '8220DB000205', '8220DB001620', '8220DB000220', '8240DB001622', '8240DB001623', '8240DB001624', '8240DB001625', '8240DB001626', '8240DB001627', '8240DB001628', '8240DB001629', '8240DB001630', '8240DB003670', '8240DB003671', '8240DB003672', '8240DB003674', '8240DB003675', '8240DB003676', '8240DB005073', '8240DB005074']"
159,41D,8240DB005044,8220DB000277,"['8240DB005044', '8240DB007116', '8240DB005079', '8240DB003694', '8240DB003695', '8240DB003696', '8240DB003697', '8240DB003698', '8240DB003699', '8240DB003885', '8240DB001631', '8240DB001632', '8240DB005053', '8240DB001633', '8240DB001634', '8240DB001635', '8240DB001636', '8240DB001637', '8240DB001638', '8240DB001639', '8240DB001640', '8240DB000231', '8220DB001641', '8220DB001642', '8220DB000213', '8220DB000214', '8220DB004432', '8220DB000119', '8220DB000044', '8220DB007603', '8220DB000045', '8220DB000046', '8220DB000047', '8220DB000048', '8220DB000049', '8220DB000051', '8220DB000052', '8220DB000277']"
160,41X,8250DB004953,8240DB004915,"['8250DB004953', '8250DB000768', '8220DB000769', '8220DB000770', '8220DB000771', '8220DB000772', '8220DB000773', '8220DB000774', '8220DB000775', '8220DB000776', '8220DB000777', '8220DB000906', '8220DB000909', '8220DB000790', '8220DB007585', '8220DB007587', '8220DB000407', '8220DB002498', '8220DB002499', '8220DB002500', '8220DB002501', '8220DB007623', '8240DB005030', '8240DB005031', '8240DB006033', '8240DB003089', '8240DB003090', '8240DB003706', '8240DB003707', '8240DB003708', '8240DB003709', '8240DB003710', '8240DB004925', '8240DB003679', '8240DB005075', '8240DB005076', '8240DB003682', '8240DB003864', '8240DB003865', '8240DB004910', '8240DB004911', '8240DB004912', '8240DB004913', '8240DB004914', '8240DB004915']"
161,41X,8240DB007654,8220DB000763,"['8240DB007654', '8240DB004843', '8240DB004905', '8240DB004906', '8240DB004907', '8240DB004908', '8240DB004909', '8240DB004921', '8240DB004922', '8240DB004923', '8240DB004924', '8240DB004958', '8240DB003752', '8240DB003751', '8240DB007114', '8240DB007116', '8240DB003694', '8240DB003695', '8240DB007115', '8240DB006310', '8240DB006311', '8220DB004495', '8220DB002809', '8220DB002810', '8220DB000842', '8220DB000845', '8220DB000846', '8220DB000847', '8220DB000848', '8220DB002795', '8220DB000756', '8220DB000757', '8220DB000758', '8220DB000759', '8220DB000760', '8220DB000762', '8220DB000763']"
162,42,8220DB001184,8240DB003615,"['8220DB001184', '8220DB000497', '8220DB000515', '8220DB000516', '8220DB004384', '8220DB000519', '8220DB000521', '8220DB000522', '8220DB000523', '8220DB000669', '8220DB000670', '8220DB000671', '8220DB000672', '8220DB004382', '8220DB001196', '8220DB001197', '8220DB001198', '8220DB001199', '8220DB001200', '8220DB004385', '8220DB001201', '8220DB001202', '8220DB001203', '8220DB006115', '8220DB001205', '8240DB001206', '8240DB001207', '8240DB001208', '8240DB001209', '8240DB001210', '8240DB001211', '8240DB003575', '8240DB003576', '8240DB003577', '8240DB003578', '8240DB003579', '8240DB003580', '8240DB003640', '8240DB003574', '8240DB003641', '8240DB003642', '8240DB003643', '8240DB003583', '8240DB003584', '8240DB003585', '8240DB003625', '8240DB003626', '8240DB003627', '8240DB003628', '8240DB006052', '8240DB003613', '8240DB003615']"
163,42,8240DB003605,8220DB000675,"['8240DB003605', '8240DB003606', '8240DB003607', '8240DB006051', '8240DB006053', '8240DB007327', '8240DB003629', '8240DB003630', '8240DB003631', '8240DB003632', '8240DB003633', '8240DB003634', '8240DB003635', '8240DB003636', '8240DB000905', '8240DB004331', '8240DB004339', '8240DB007616', '8240DB005081', '8240DB005082', '8240DB003639', '8240DB003644', '8240DB003645', '8240DB003646', '8240DB003647', '8240DB003661', '8240DB003573', '8240DB003662', '8240DB001212', '8240DB001213', '8240DB001214', '8240DB001215', '8240DB001216', '8240DB001217', '8220DB004563', '8220DB001218', '8220DB001270', '8220DB001272', '8220DB001273', '8220DB001274', '8220DB001275', '8220DB001276', '8220DB001277', '8220DB001219', '8220DB001220', '8220DB001221', '8220DB000664', '8220DB000665', '8220DB000666', '8220DB000667', '8220DB000668', '8220DB000614', '8220DB000615', '8220DB000616', '8220DB000617', '8220DB000618', '8220DB000619', '8220DB000675']"
164,43,8240DB004923,8220DB000675,"['8240DB004923', '8240DB004924', '8240DB004958', '8240DB003752', '8240DB003751', '8240DB003689', '8240DB003690', '8240DB006117', '8240DB003655', '8240DB005086', '8240DB003656', '8240DB003657', '8240DB003658', '8240DB003659', '8240DB003660', '8240DB003647', '8240DB003661', '8240DB003573', '8240DB003662', '8240DB001212', '8240DB001213', '8240DB001214', '8240DB001215', '8240DB001216', '8240DB001217', '8220DB004563', '8220DB001218', '8220DB001270', '8220DB001272', '8220DB001273', '8220DB001274', '8220DB001275', '8220DB001276', '8220DB001277', '8220DB001219', '8220DB001220', '8220DB001221', '8220DB000664', '8220DB000665', '8220DB000666', '8220DB000667', '8220DB000668', '8220DB000614', '8220DB000615', '8220DB000616', '8220DB000617', '8220DB000618', '8220DB000619', '8220DB000675']"
165,43,8240DB005044,8220DB000675,"['8240DB005044', '8240DB004433', '8240DB003752', '8240DB003751', '8240DB003689', '8240DB003690', '8240DB006117', '8240DB003655', '8240DB005086', '8240DB003656', '8240DB003657', '8240DB003658', '8240DB007329', '8240DB003659', '8240DB003660', '8240DB003647', '8240DB003661', '8240DB003573', '8240DB003662', '8240DB001212', '8240DB001213', '8240DB001214', '8240DB001215', '8240DB001216', '8240DB001217', '8220DB004563', '8220DB001218', '8220DB001270', '8220DB001272', '8220DB001273', '8220DB001274', '8220DB001275', '8220DB001276', '8220DB001277', '8220DB001219', '8220DB001220', '8220DB001221', '8220DB000664', '8220DB000665', '8220DB000666', '8220DB000667', '8220DB000668', '8220DB000614', '8220DB000615', '8220DB000616', '8220DB000617', '8220DB000618', '8220DB000619', '8220DB000675']"
